"CI job","failed job","successful job"
"coq_dpdgraph",0.002057092071759259,0.0020104711342592593
"coq_dpdgraph",,0.0020943075694444444
"coq_dpdgraph",,0.0020443109837962963
"coq_dpdgraph",,0.0019530136805555557
"coq_dpdgraph",,0.00214317255787037
"coq_dpdgraph",,0.0020485582060185185
"reduction_effects",,0.0020256561342592593
"reduction_effects",,0.002099659861111111
"reduction_effects",,0.0020426138078703704
"reduction_effects",,0.0020520740625
"reduction_effects",,0.0020967297685185187
"reduction_effects",,0.0020475397800925926
"reduction_effects",,0.002080706712962963
"coqtail",,0.002008128703703704
"coqtail",,0.002172037696759259
"coqtail",,0.0019981090162037034
"coqtail",,0.0020556993865740738
"coqtail",,0.002125095578703704
"vscoq",,0.002170500138888889
"vscoq",,0.002135643842592593
"vscoq",,0.0021975656828703703
"vscoq",,0.002081988171296296
"vscoq",,0.0022053408912037034
"vscoq",,0.0019891457407407403
"vscoq",,0.0021693848379629632
"bigenough",,0.002193302800925926
"bigenough",,0.002021898900462963
"bigenough",,0.0021838058101851855
"bigenough",,0.002214382824074074
"bigenough",,0.0021956615625
"bigenough",,0.0022313194791666667
"aac_tactics",,0.00215347712962963
"aac_tactics",,0.002237072175925926
"aac_tactics",,0.0020967032523148145
"aac_tactics",,0.002229738287037037
"aac_tactics",,0.0021290113310185187
"aac_tactics",,0.002183958587962963
"aac_tactics",,0.0021966667013888887
"paramcoq",,0.0020758152199074073
"paramcoq",,0.0022417754976851853
"paramcoq",,0.0022334331828703703
"paramcoq",,0.002125427349537037
"paramcoq",,0.002232354837962963
"paramcoq",,0.0021047998495370367
"paramcoq",,0.0022375704861111114
"autosubst",,0.0022447351157407406
"autosubst",,0.002074646087962963
"autosubst",,0.002115323761574074
"autosubst",,0.0023672853356481484
"autosubst",,0.002186003043981482
"autosubst",,0.0022191296875000003
"stdlib2",,0.002213896886574074
"stdlib2",,0.0021596056481481478
"stdlib2",,0.002293958622685185
"stdlib2",,0.0022802697222222223
"stdlib2",,0.0022240539814814817
"stdlib2",,0.0022164118055555556
"bbv",,0.0023516392013888886
"bbv",,0.0023280096064814816
"bbv",,0.002217735428240741
"bbv",,0.0022420224074074075
"bbv",,0.002260921886574074
"bbv",,0.002221166412037037
"itauto",,0.003548330775462963
"itauto",,0.003766934016203704
"itauto",,0.0038001609953703702
"itauto",,0.003765837893518519
"itauto",,0.003658867546296296
"itauto",,0.0036914254166666677
"itauto",,0.0035137254745370365
"rewriter",0.002107269826388889,0.009897079456018518
"rewriter",,0.00939978732638889
"rewriter",,0.009810842476851852
"rewriter",,0.009371649479166666
"rewriter",,0.00932648420138889
"color",,0.01405460443287037
"color",,0.014152390983796295
"color",,0.014142445532407408
"verdi_raft",,0.019637073831018516
"verdi_raft",,0.01866034084490741
"verdi_raft",,0.018254430902777778
"verdi_raft",,0.018413556168981483
"iris",,0.026412402546296298
"iris",,0.02729536248842593
"iris",,0.027001858263888887
"fiat_crypto_ocaml",,0.02914557952546296
"perennial",,0.02838390414351852
"perennial",,0.03191159253472222
"perennial",,0.02852205184027778
"perennial",,0.028173908854166665
"metacoq",,0.03329474622685186
"fourcolor",,0.033582709537037035
"fourcolor",,0.03346368894675926
"fourcolor",,0.03350231707175926
"vst",,0.04951500398148148
"vst",,0.0482636711574074
"vst",,0.04576643067129629
"vst",,0.04708432333333334
"fiat_crypto_legacy",,0.05012567936342593
"fiat_crypto_legacy",,0.05380689831018518
"fiat_crypto_legacy",,0.05101913341435185
"bedrock2",0.003007150347222222,0.0577498959375
"bedrock2",,0.05709168221064815
"bedrock2",,0.05753095541666667
"unimath",,0.09128025273148149
"unimath",,0.09304465966435184
"unimath",,0.09251741038194444
"fiat_crypto",0.05855916913194444,0.1153228023263889
